,example_id,min_pass1_of_model,num_solved,models,pass1_of_ex,pass@any_of_ex,tau,example_link
0,adaptive-rejection-sampler,0.42696629213483145,5,"['Ante__Gemini-3-Pro-Preview' 'MAYA__Claude-4.5-sonnet'
 'Mux__Claude-Opus-4.5' 'Mux__GPT-5.2' 'OpenCode__Claude-Opus-4.5']",0.6,0.7142857142857143,0.3499271061118826,adaptive-rejection-sampler
1,bn-fit-modify,0.5168539325842697,4,"['Ante__Gemini-3-Pro-Preview' 'Mux__Claude-Opus-4.5' 'Mux__GPT-5.2'
 'OpenCode__Claude-Opus-4.5']",0.5428571428571428,0.5714285714285714,0.50709255283711,bn-fit-modify
2,break-filter-js-from-html,0.42696629213483145,3,"['Ante__Gemini-3-Pro-Preview' 'MAYA__Claude-4.5-sonnet'
 'Mux__Claude-Opus-4.5']",0.42857142857142855,0.42857142857142855,0.37796447300922725,break-filter-js-from-html
3,build-cython-ext,0.33033707865168543,6,"['Ante__Gemini-3-Pro-Preview' 'MAYA__Claude-4.5-sonnet'
 'Mux__Claude-Opus-4.5' 'Mux__GPT-5.2' 'OpenCode__Claude-Opus-4.5'
 'Terminus2__GLM-4.7']",0.7714285714285714,0.8571428571428571,0.3944053188733077,build-cython-ext
4,build-pmars,0.27191011235955054,5,"['Ante__Gemini-3-Pro-Preview' 'Mux__Claude-Opus-4.5' 'Mux__GPT-5.2'
 'Terminus2__GLM-4.7' 'dakou__qwen3-coder-480b']",0.6285714285714287,0.7142857142857143,-0.11664236870396087,build-pmars
5,build-pov-ray,0.33033707865168543,5,"['Ante__Gemini-3-Pro-Preview' 'Mux__Claude-Opus-4.5' 'Mux__GPT-5.2'
 'OpenCode__Claude-Opus-4.5' 'Terminus2__GLM-4.7']",0.6857142857142857,0.7142857142857143,0.23328473740792174,build-pov-ray
6,caffe-cifar-10,0.42696629213483145,2,['Ante__Gemini-3-Pro-Preview' 'MAYA__Claude-4.5-sonnet'],0.17142857142857143,0.2857142857142857,0.1973855084879307,caffe-cifar-10
7,cancel-async-tasks,0.27191011235955054,4,"['Ante__Gemini-3-Pro-Preview' 'Mux__Claude-Opus-4.5' 'Mux__GPT-5.2'
 'dakou__qwen3-coder-480b']",0.5428571428571428,0.5714285714285714,0.50709255283711,cancel-async-tasks
8,chess-best-move,0.6067415730337079,2,['Ante__Gemini-3-Pro-Preview' 'Mux__GPT-5.2'],0.17142857142857143,0.2857142857142857,0.5921565254637922,chess-best-move
9,circuit-fibsqrt,0.42696629213483145,5,"['Ante__Gemini-3-Pro-Preview' 'MAYA__Claude-4.5-sonnet'
 'Mux__Claude-Opus-4.5' 'Mux__GPT-5.2' 'OpenCode__Claude-Opus-4.5']",0.6857142857142857,0.7142857142857143,0.3499271061118826,circuit-fibsqrt
10,cobol-modernization,0.27191011235955054,7,"['Ante__Gemini-3-Pro-Preview' 'MAYA__Claude-4.5-sonnet'
 'Mux__Claude-Opus-4.5' 'Mux__GPT-5.2' 'OpenCode__Claude-Opus-4.5'
 'Terminus2__GLM-4.7' 'dakou__qwen3-coder-480b']",0.9142857142857143,1.0,0.7237468644557459,cobol-modernization
11,code-from-image,0.27191011235955054,7,"['Ante__Gemini-3-Pro-Preview' 'MAYA__Claude-4.5-sonnet'
 'Mux__Claude-Opus-4.5' 'Mux__GPT-5.2' 'OpenCode__Claude-Opus-4.5'
 'Terminus2__GLM-4.7' 'dakou__qwen3-coder-480b']",0.8857142857142858,1.0,0.35634832254989923,code-from-image
12,compile-compcert,0.33033707865168543,6,"['Ante__Gemini-3-Pro-Preview' 'MAYA__Claude-4.5-sonnet'
 'Mux__Claude-Opus-4.5' 'Mux__GPT-5.2' 'OpenCode__Claude-Opus-4.5'
 'Terminus2__GLM-4.7']",0.7714285714285715,0.8571428571428571,0.7237468644557459,compile-compcert
13,configure-git-webserver,0.27191011235955054,4,"['Ante__Gemini-3-Pro-Preview' 'Mux__Claude-Opus-4.5' 'Terminus2__GLM-4.7'
 'dakou__qwen3-coder-480b']",0.4,0.5714285714285714,-0.15877683720748895,configure-git-webserver
14,constraints-scheduling,0.27191011235955054,7,"['Ante__Gemini-3-Pro-Preview' 'MAYA__Claude-4.5-sonnet'
 'Mux__Claude-Opus-4.5' 'Mux__GPT-5.2' 'OpenCode__Claude-Opus-4.5'
 'Terminus2__GLM-4.7' 'dakou__qwen3-coder-480b']",0.8857142857142858,1.0,0.5345224838248488,constraints-scheduling
15,count-dataset-tokens,0.27191011235955054,6,"['Ante__Gemini-3-Pro-Preview' 'MAYA__Claude-4.5-sonnet'
 'Mux__Claude-Opus-4.5' 'Mux__GPT-5.2' 'Terminus2__GLM-4.7'
 'dakou__qwen3-coder-480b']",0.6571428571428571,0.8571428571428571,0.2057377999494559,count-dataset-tokens
16,crack-7z-hash,0.27191011235955054,7,"['Ante__Gemini-3-Pro-Preview' 'MAYA__Claude-4.5-sonnet'
 'Mux__Claude-Opus-4.5' 'Mux__GPT-5.2' 'OpenCode__Claude-Opus-4.5'
 'Terminus2__GLM-4.7' 'dakou__qwen3-coder-480b']",0.8857142857142858,1.0,-0.1973855084879307,crack-7z-hash
17,custom-memory-heap-crash,0.27191011235955054,6,"['Ante__Gemini-3-Pro-Preview' 'MAYA__Claude-4.5-sonnet'
 'Mux__Claude-Opus-4.5' 'OpenCode__Claude-Opus-4.5' 'Terminus2__GLM-4.7'
 'dakou__qwen3-coder-480b']",0.7428571428571429,0.8571428571428571,0.16903085094570333,custom-memory-heap-crash
18,db-wal-recovery,0.42696629213483145,3,['MAYA__Claude-4.5-sonnet' 'Mux__Claude-Opus-4.5' 'Mux__GPT-5.2'],0.42857142857142855,0.42857142857142855,0.25197631533948484,db-wal-recovery
19,distribution-search,0.33033707865168543,6,"['Ante__Gemini-3-Pro-Preview' 'MAYA__Claude-4.5-sonnet'
 'Mux__Claude-Opus-4.5' 'Mux__GPT-5.2' 'OpenCode__Claude-Opus-4.5'
 'Terminus2__GLM-4.7']",0.8285714285714285,0.8571428571428571,0.7237468644557459,distribution-search
20,dna-assembly,0.5168539325842697,2,['Ante__Gemini-3-Pro-Preview' 'OpenCode__Claude-Opus-4.5'],0.19999999999999998,0.2857142857142857,0.3289758474798845,dna-assembly
21,dna-insert,,0,[],0.0,0.0,,dna-insert
22,extract-elf,0.27191011235955054,2,['Ante__Gemini-3-Pro-Preview' 'dakou__qwen3-coder-480b'],0.2285714285714286,0.2857142857142857,0.0,extract-elf
23,extract-moves-from-video,0.5168539325842697,2,['Ante__Gemini-3-Pro-Preview' 'OpenCode__Claude-Opus-4.5'],0.17142857142857143,0.2857142857142857,0.3289758474798845,extract-moves-from-video
24,feal-differential-cryptanalysis,0.27191011235955054,7,"['Ante__Gemini-3-Pro-Preview' 'MAYA__Claude-4.5-sonnet'
 'Mux__Claude-Opus-4.5' 'Mux__GPT-5.2' 'OpenCode__Claude-Opus-4.5'
 'Terminus2__GLM-4.7' 'dakou__qwen3-coder-480b']",0.7714285714285715,1.0,0.6900655593423541,feal-differential-cryptanalysis
