,model_a,model_b,total,accA,accB,sum(A!=B),sum(A-B),SE_signtest,pvalue,SE_pred(A-B),SE_x(A-B),SE(A-B),"corr(A,B)",benchmark_id
0,deepseek_r1_distill_llama_70b,deepseek_r1_distill_llama_8b,10552.0,0.7811473338402768,0.6684356836009666,2472.4074073632373,1189.3333333252,0.004712216498457625,3.142885955959635e-131,0.004022437931854251,0.002195687360089251,0.004582690246882895,0.7194492910132695,gsm8k_plus_cot
1,deepseek_r1_distill_llama_70b,deepseek_r1_distill_qwen_14b,10552.0,0.7811473338402768,0.7448193075588704,1801.2037036507468,383.3333333214001,0.00402204229377914,1.6369058789034482e-19,0.0036432664365336712,0.001666842863395566,0.004006464209103268,0.8184795534455113,gsm8k_plus_cot
2,deepseek_r1_distill_llama_70b,deepseek_r1_distill_qwen_32b,10552.0,0.7811473338402768,0.7509855951478394,1848.8444444246002,318.2666666826,0.004074885441261831,1.4460644080799426e-13,0.0037190820627186205,0.001639178433460958,0.004064292967535546,0.8095270552973468,gsm8k_plus_cot
3,deepseek_r1_distill_llama_70b,deepseek_r1_distill_qwen_7b,10552.0,0.7811473338402768,0.7326178291659117,1911.6944443992948,512.0833333239001,0.004143567866904836,8.231721841778603e-32,0.003643275774134891,0.0019163781383995542,0.004116547526232865,0.7833184533646029,gsm8k_plus_cot
4,deepseek_r1_distill_llama_70b,google_gemma_2_27b_it,10552.0,0.7811473338402768,0.7434609552694654,1855.419753061358,397.66666667920003,0.004082125057684066,2.719483239161829e-20,0.00320315151911219,0.0025037908759541674,0.00406560553975691,0.7086911926231901,gsm8k_plus_cot
5,deepseek_r1_distill_llama_70b,google_gemma_2_9b_it,10552.0,0.7811473338402768,0.7061220621686979,2163.0808080605443,791.6666666785,0.004407594063878101,3.490212239904353e-66,0.0033403608030393096,0.002781266174506381,0.004346659847277536,0.6617407371576183,gsm8k_plus_cot
6,deepseek_r1_distill_llama_70b,google_gemma_3_12b_it,10552.0,0.7811473338402768,0.7421341925703657,1623.7070706806435,411.6666666801,0.003818730926441252,1.4256835624899987e-24,0.0029386151499565805,0.0024089430135389622,0.003799798079113219,0.7560687804172381,gsm8k_plus_cot
7,deepseek_r1_distill_llama_70b,google_gemma_3_27b_it,10552.0,0.7811473338402768,0.751014025777104,1512.05555553788,317.9666666826,0.003685098422196638,2.785945842465032e-16,0.0027712820229467087,0.002411201931031676,0.003673404252586213,0.7643714810476294,gsm8k_plus_cot
8,deepseek_r1_distill_llama_70b,google_gemma_3_4b_it,10552.0,0.7811473338402768,0.6433341109234932,2387.0598290387015,1454.2051282179,0.00463016928406833,3.9911890886849814e-208,0.003219960400789057,0.003044737811289913,0.004431542995633474,0.6546337094669368,gsm8k_plus_cot
9,deepseek_r1_distill_llama_70b,llama-3.1-70B-instruct,10552.0,0.7811473338402768,0.7830742987111448,1532.9999999842,-20.333333317400047,0.0037105329701195996,0.627387585762813,0.002328486943536834,0.0028889187564473014,0.0037104855514574543,0.6845302763455298,gsm8k_plus_cot
10,deepseek_r1_distill_llama_70b,llama-3.1-8B-instruct,10552.0,0.7811473338402768,0.6413949962092494,2668.2222222128,1474.6666666826,0.004895265101914304,3.684926348339795e-189,0.002328486943536834,0.004085445773014496,0.00470241625236043,0.504286037102275,gsm8k_plus_cot
11,deepseek_r1_distill_llama_70b,mistralai_ministral_8b_instruct_2410,10552.0,0.7811473338402768,0.6463660486608226,2488.212121171149,1422.2121212135999,0.00472725378402775,1.2719209414794327e-189,0.003783532535437904,0.0025120193093740874,0.004541515105929456,0.6933344801666289,gsm8k_plus_cot
12,deepseek_r1_distill_llama_70b,mistralai_mixtral_8x22b_instruct_v0.1,10552.0,0.7811473338402768,0.6962092494313874,2354.35555554458,896.2666666826,0.004598341726952622,7.10339263304702e-78,0.0038280077218110354,0.0024098540075536863,0.004523388050562041,0.6828677896808741,gsm8k_plus_cot
13,deepseek_r1_distill_llama_70b,qwen1.5-32b-chat,10552.0,0.7811473338402768,0.6711050037907506,2471.47777776748,1161.1666666826,0.004711330514262055,3.2026615039563147e-125,0.003808838521637439,0.0025576941899426065,0.004587924416680754,0.6672339289012563,gsm8k_plus_cot
14,deepseek_r1_distill_llama_70b,qwen1.5-72b-chat,10552.0,0.7811473338402768,0.6690539369639595,2414.3015873212335,1182.8095238388998,0.004656514690524359,3.1668247775885327e-133,0.003674488337759956,0.0026439556853104394,0.004526849479518764,0.6598228700945402,gsm8k_plus_cot
15,deepseek_r1_distill_llama_70b,qwen2-72b-instruct,10552.0,0.7811473338402768,0.765163002272119,1751.6825396966128,168.66666670719985,0.003966367199687278,5.876405673580483e-05,0.0033477458923873377,0.002121427088529679,0.00396331369587922,0.747487666725247,gsm8k_plus_cot
16,deepseek_r1_distill_llama_70b,qwen2-7b-instruct,10552.0,0.7811473338402768,0.6415134571662054,2604.2870370052133,1473.4166666648,0.004836260014972818,8.213672795583228e-194,0.0038738980917160585,0.002556278388760464,0.0046412978385194275,0.6761317732640105,gsm8k_plus_cot
17,deepseek_r1_distill_llama_70b,qwen2-math-1.5b-instruct,10552.0,0.7811473338402768,0.6153177912567949,2655.3703703450183,1749.8333333408998,0.004883461519378925,1.8827611044315596e-274,0.003674229097069101,0.0027824717921419943,0.004608916220958578,0.6648974364852623,gsm8k_plus_cot
18,deepseek_r1_distill_llama_70b,qwen2-math-72b-instruct,10552.0,0.7811473338402768,0.7485121304018196,1723.81111109638,344.36666668259977,0.003934685775887186,9.184728701500133e-17,0.0033454179158131482,0.0020467039441189523,0.003921838607887333,0.7776573358982293,gsm8k_plus_cot
19,deepseek_r1_distill_llama_70b,qwen2-math-7b-instruct,10552.0,0.7811473338402768,0.6554602602994978,2450.8981481177743,1326.2500000022999,0.004691674234058629,1.685070118523355e-166,0.0036798819479731295,0.0026406800282418445,0.00452931806816146,0.6778612566788788,gsm8k_plus_cot
20,deepseek_r1_distill_llama_70b,qwen2.5-coder-14b-instruct,10552.0,0.7811473338402768,0.7092210007581502,1988.14444443218,758.9666666826001,0.004225607789458433,2.9456212579230797e-66,0.0035515675281844465,0.002179874493077943,0.004167191465822754,0.753428571090013,gsm8k_plus_cot
21,deepseek_r1_distill_llama_70b,qwen2.5-coder-32b-instruct,10552.0,0.7811473338402768,0.7472232752084913,1581.96666665026,357.9666666825999,0.0037693275748587793,2.441518442938044e-19,0.00311139803145929,0.002101896478322148,0.003754832421793519,0.7904020470033241,gsm8k_plus_cot
22,deepseek_r1_distill_llama_70b,qwen2.5-coder-7b-instruct,10552.0,0.7811473338402768,0.6141568738953658,2846.305555527295,1762.0833333387002,0.005055987338574593,5.3824833727659136e-257,0.003978857647541227,0.0026625167950167926,0.004787515416491502,0.6490338786954253,gsm8k_plus_cot
23,deepseek_r1_distill_llama_70b,qwen3-1.7b,10552.0,0.7811473338402768,0.5879612079856614,3134.3888888772503,2038.5000000179002,0.005305687379760552,1.302150757e-314,0.0033956603180210283,0.003617036905120265,0.004961195921185199,0.5174440913919965,gsm8k_plus_cot
24,deepseek_r1_distill_llama_70b,qwen3-14b,10552.0,0.7811473338402768,0.8120451099317666,1479.54444442326,-326.0333333174001,0.003645266003220204,1.7202318899812907e-17,0.002790873511509941,0.0023256216668973537,0.0036328351317931073,0.7371559247604053,gsm8k_plus_cot
25,deepseek_r1_distill_llama_70b,qwen3-32b,10552.0,0.7811473338402768,0.8214177407126612,1453.0444444242,-424.9333333174002,0.003612473472492587,3.8935848853829207e-29,0.002934781542159311,0.0020696219091970195,0.0035911387535470262,0.7678546210001106,gsm8k_plus_cot
26,deepseek_r1_distill_llama_70b,qwen3-4b,10552.0,0.7811473338402768,0.7355635582514595,1875.7592592409742,481.00000001319995,0.004104438634609942,7.436528178728973e-29,0.002952704913899858,0.002816208802690625,0.004080379679505392,0.6789791817781876,gsm8k_plus_cot
27,deepseek_r1_distill_llama_70b,qwen3-8b,10552.0,0.7811473338402768,0.7887414708112206,1666.24444442618,-80.13333331740012,0.0038684285039426365,0.05289832141676542,0.002973056896578117,0.002473905086771332,0.0038677220283577477,0.7079286451007363,gsm8k_plus_cot
28,deepseek_r1_distill_llama_8b,deepseek_r1_distill_llama_70b,10552.0,0.6684356836009666,0.7811473338402768,2472.4074073632373,-1189.3333333252,0.004712216498457625,1.100738013904197e-131,0.004022437931854251,0.002195687360089251,0.004582690246882895,0.7194492910132695,gsm8k_plus_cot
29,deepseek_r1_distill_llama_8b,deepseek_r1_distill_qwen_1.5b,10552.0,0.6684356836009666,0.5702473464752938,3155.9305555121277,1036.0833333501,0.0053238883192801055,2.3737478330982122e-77,0.0048831418356393595,0.0018934232951763827,0.005237377775345973,0.7509167703543523,gsm8k_plus_cot
30,deepseek_r1_distill_llama_8b,deepseek_r1_distill_qwen_14b,10552.0,0.6684356836009666,0.7448193075588704,2492.069444386172,-806.0000000038001,0.004730916551383126,1.5843980585623676e-59,0.004313895496039472,0.0017941439992451953,0.004672113765821331,0.7828524311917764,gsm8k_plus_cot
31,deepseek_r1_distill_llama_8b,deepseek_r1_distill_qwen_32b,10552.0,0.6684356836009666,0.7509855951478394,2632.66666663904,-871.0666666426001,0.004862539640352808,7.674512095995591e-66,0.004378113225170436,0.0019571958882259135,0.004795674213007041,0.7393282551863093,gsm8k_plus_cot
32,deepseek_r1_distill_llama_8b,deepseek_r1_distill_qwen_7b,10552.0,0.6684356836009666,0.7326178291659117,2428.3055554995613,-677.2500000013001,0.004670000038880321,1.6706675937839739e-43,0.004313903382039876,0.0016759333138000525,0.004628014138038032,0.8063571055829553,gsm8k_plus_cot
33,deepseek_r1_distill_llama_8b,deepseek_v2_lite_chat,10552.0,0.6684356836009666,0.4993081880212283,3554.7333333113593,1784.6333333573994,0.005650263879666664,1.2170318039904428e-205,0.004622202595032088,0.002801776034376798,0.0054050629761668405,0.6165509351849046,gsm8k_plus_cot
34,deepseek_r1_distill_llama_8b,google_gemma_2_27b_it,10552.0,0.6684356836009666,0.7434609552694654,2609.8333332970055,-791.6666666460001,0.004841407117523318,8.760424987029069e-55,0.003949238366769929,0.002703572746586065,0.004785999297288973,0.652738902312375,gsm8k_plus_cot
35,deepseek_r1_distill_llama_8b,google_gemma_2_9b_it,10552.0,0.6684356836009666,0.7061220621686979,2649.49999996137,-397.66666664670015,0.004878060466845101,9.385544672615306e-15,0.004061319282900362,0.0026770437088121423,0.004864244785837673,0.6702010314486024,gsm8k_plus_cot
36,deepseek_r1_distill_llama_8b,google_gemma_3_12b_it,10552.0,0.6684356836009666,0.7421341925703657,2560.7424242076363,-777.6666666451,0.004795657577164112,4.863166534815297e-54,0.0037378821574163127,0.0029175049020781336,0.004741687239409742,0.6396320736323848,gsm8k_plus_cot
