,model_a,model_b,total,accA,accB,sum(A!=B),sum(A-B),SE_signtest,pvalue,SE_pred(A-B),SE_x(A-B),SE(A-B),"corr(A,B)",benchmark_id
0,deepseek_r1_distill_llama_70b,deepseek_r1_distill_llama_8b,500.0,0.8206296296288,0.7054929577492,105.81395409360701,57.568335939799994,0.020573181970089803,2.0779877274240742e-08,0.018451733209359,0.007501763227538229,0.01991840631053114,0.8502604019859615,math500_cot
1,deepseek_r1_distill_llama_70b,deepseek_r1_distill_qwen_1.5b,500.0,0.8206296296288,0.6866818181816,108.40067171718665,66.9739057236,0.02082312865226421,9.903173446450255e-11,0.018262138867248444,0.00801329760330234,0.019942884808516477,0.8506604779977327,math500_cot
2,deepseek_r1_distill_llama_70b,deepseek_r1_distill_qwen_32b,500.0,0.8206296296288,0.8484825688058,67.16392116982068,-13.926469588499998,0.016390719468018563,0.08643723427347082,0.01572068744314712,0.004468120248221153,0.016343320110604437,0.9345085431654597,math500_cot
3,deepseek_r1_distill_llama_70b,deepseek_r1_distill_qwen_7b,500.0,0.8206296296288,0.7810054545448001,80.59651683537311,19.812087542,0.01795511256833252,0.03299261842647619,0.016981481305289894,0.005556546545958859,0.01786745412305058,0.9142773418273158,math500_cot
4,deepseek_r1_distill_llama_70b,google_gemma_3_12b_it,500.0,0.8206296296288,0.8023517305878,85.62175969367789,9.138949520500006,0.018506405344493878,0.3856694201192796,0.015378038584347184,0.010263274569372817,0.01848834431710978,0.7275153296761376,math500_cot
5,deepseek_r1_distill_llama_70b,google_gemma_3_27b_it,500.0,0.8206296296288,0.86525,77.47037037125,-22.310185185600005,0.017603450840247205,0.011672721024383069,0.014740459509991853,0.009413733585308465,0.017489983607221416,0.6915043491861774,math500_cot
6,deepseek_r1_distill_llama_70b,google_gemma_3_4b_it,500.0,0.8206296296288,0.6568654545479999,136.96074073998753,81.88208754040001,0.023406045436167772,7.048816900472416e-13,0.017181991509412103,0.014106194407091183,0.022230734420620485,0.583491754506524,math500_cot
7,deepseek_r1_distill_llama_70b,llama-3.1-70B-instruct,500.0,0.8206296296288,0.6642602870817998,127.66125110664177,78.18467127349999,0.022597455706927876,3.120665899290383e-12,0.017192024691375554,0.012890948330535588,0.021488188891793675,0.6536491998588777,math500_cot
8,deepseek_r1_distill_llama_70b,qwen2-72b-instruct,500.0,0.8206296296288,0.6531069767422,127.1490525422932,83.7613264433,0.02255207773508181,3.66344640232477e-14,0.01757395242269523,0.011984353464150192,0.02127130771036055,0.6988016221989088,math500_cot
9,deepseek_r1_distill_llama_70b,qwen2-math-72b-instruct,500.0,0.8206296296288,0.8112571428552001,83.64021164129905,4.686243386800001,0.018291004525864515,0.6608836477612154,0.015217127800643623,0.010140225887396813,0.01828620134277629,0.7237337340914958,math500_cot
10,deepseek_r1_distill_llama_70b,qwen2.5-coder-14b-instruct,500.0,0.8206296296288,0.7260129749740001,103.90572375122876,47.308327327399994,0.020386831411597906,4.027763000797049e-06,0.016947876205559115,0.010511316018930591,0.019942875227227982,0.7445071045291007,math500_cot
11,deepseek_r1_distill_llama_70b,qwen2.5-coder-32b-instruct,500.0,0.8206296296288,0.7697972602752,91.69405885269623,25.416184676799993,0.019151402961944716,0.011456340539425666,0.016176362291389426,0.00999668339402111,0.019016003151624244,0.7538819285157466,math500_cot
12,deepseek_r1_distill_llama_70b,qwen2.5-coder-7b-instruct,500.0,0.8206296296288,0.6242527272734001,139.4400303035227,98.18845117769999,0.023616945636853442,1.3966293565787205e-17,0.018658403856753897,0.011510704199785407,0.021923328799629997,0.7004525277852082,math500_cot
13,deepseek_r1_distill_llama_70b,qwen3-1.7b,500.0,0.8206296296288,0.6792581818196,120.19105387171047,70.6857239046,0.021926336116342874,8.443958194827311e-11,0.017402532850768326,0.011744968852808103,0.02099505758447695,0.7004545740132937,math500_cot
14,deepseek_r1_distill_llama_70b,qwen3-14b,500.0,0.8206296296288,0.822932344761,81.74053650598299,-1.1513575660999962,0.018082094624902612,1.0,0.015571581893764407,0.009191157617828141,0.018081801376797938,0.7556987184573944,math500_cot
15,deepseek_r1_distill_llama_70b,qwen3-32b,500.0,0.8206296296288,0.823405714286,82.00638095164521,-1.3880423285999939,0.018111474920794852,0.9121566075526022,0.01590627097693299,0.008660291803565987,0.018111049404011162,0.7743694939730973,math500_cot
16,deepseek_r1_distill_llama_70b,qwen3-4b,500.0,0.8206296296288,0.7819309090925999,91.09648989927763,19.3493602681,0.019088896238313793,0.058573528410188855,0.01615616157551729,0.010018444030916746,0.019010280841030014,0.7402080838173155,math500_cot
17,deepseek_r1_distill_llama_70b,qwen3-8b,500.0,0.8206296296288,0.7971545454536,85.65570538674183,11.737542087600005,0.018510073515439297,0.2779992890805517,0.015802838607791695,0.009580759590397314,0.018480277660059708,0.7574694925717036,math500_cot
18,deepseek_r1_distill_llama_8b,deepseek_r1_distill_llama_70b,500.0,0.7054929577492,0.8206296296288,105.81395409360701,-57.568335939799994,0.020573181970089803,2.0779877274240742e-08,0.018451733209359,0.007501763227538229,0.01991840631053114,0.8502604019859614,math500_cot
19,deepseek_r1_distill_llama_8b,deepseek_r1_distill_qwen_1.5b,500.0,0.7054929577492,0.6866818181816,112.0063380258729,9.405569783799997,0.021166609367196526,0.5085131799736629,0.020053033860712832,0.006722608655940997,0.021149884968004632,0.8928053508095158,math500_cot
20,deepseek_r1_distill_llama_8b,deepseek_r1_distill_qwen_32b,500.0,0.7054929577492,0.8484825688058,106.297312312473,-71.49480552829999,0.02062011758574359,5.912079008704511e-13,0.017769593824771366,0.008278811920336393,0.019603499471004066,0.815911338319298,math500_cot
21,deepseek_r1_distill_llama_8b,deepseek_r1_distill_qwen_7b,500.0,0.7054929577492,0.7810054545448001,104.11686299411502,-37.75624839779999,0.020407534196381007,0.000247115841064573,0.01889415672461037,0.006933543055156574,0.020126181397171424,0.8749840520328288,math500_cot
