,benchmark_id,model,example_id,pass1,count,date,hyperparams,correct
2092776,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3485,0.0,10.0,1725737400000.0,,0
2092777,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3487,0.0,10.0,1728718200000.0,,0
2092778,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3495,0.0,10.0,1725132600000.0,,0
2092779,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3496,0.0,10.0,1726947000000.0,,0
2092780,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3502,0.0,10.0,1729366200000.0,,0
2092781,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3510,0.0,10.0,1727508600000.0,,0
2092782,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3517,0.0,10.0,1722643200000.0,,0
2092783,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3518,0.0,10.0,1726342200000.0,,0
2092784,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3519,0.1,10.0,1722643200000.0,,1
2092785,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3522,1.0,10.0,1723879800000.0,,10
2092786,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3525,0.0,10.0,1723923000000.0,,0
2092787,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3526,0.0,10.0,1722643200000.0,,0
2092788,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3527,0.0,10.0,1722643200000.0,,0
2092789,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3528,0.0,10.0,1725737400000.0,,0
2092790,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3531,0.0,10.0,1725089400000.0,,0
2092791,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3532,0.0,10.0,1722643200000.0,,0
2092792,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3533,0.3,10.0,1723248000000.0,,3
2092793,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3534,0.0,10.0,1724527800000.0,,0
2092794,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3535,0.0,10.0,1723248000000.0,,0
2092795,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3540,1.0,10.0,1725089400000.0,,10
2092796,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3541,1.0,10.0,1726947000000.0,,10
2092797,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3543,1.0,10.0,1723923000000.0,,10
2092798,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3548,0.0,10.0,1725089400000.0,,0
2092799,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3550,0.0,10.0,1723879800000.0,,0
2092800,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3551,0.0,10.0,1725132600000.0,,0
2092801,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3552,0.0,10.0,1723923000000.0,,0
2092802,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3553,1.0,10.0,1725132600000.0,,10
2092803,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3555,1.0,10.0,1724527800000.0,,10
2092804,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3558,0.0,10.0,1726299000000.0,,0
2092805,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3559,0.0,10.0,1726342200000.0,,0
2092806,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3560,0.0,10.0,1725737400000.0,,0
2092807,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3562,0.0,10.0,1736015400000.0,,0
2092808,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3563,0.0,10.0,1725132600000.0,,0
2092809,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3566,0.0,10.0,1729366200000.0,,0
2092810,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3567,0.9,10.0,1725737400000.0,,9
2092811,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3568,0.6,10.0,1725089400000.0,,6
2092812,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3570,0.1,10.0,1727551800000.0,,1
2092813,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3571,0.0,10.0,1726299000000.0,,0
2092814,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3573,0.0,10.0,1726947000000.0,,0
2092815,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3575,0.0,10.0,1726299000000.0,,0
2092816,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3579,0.6,10.0,1728156600000.0,,6
2092817,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3580,0.0,10.0,1727508600000.0,,0
2092818,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3583,0.0,10.0,1728156600000.0,,0
2092819,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3584,0.0,10.0,1727508600000.0,,0
2092820,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3587,0.2,10.0,1729927800000.0,,2
2092821,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3588,0.0,10.0,1728761400000.0,,0
2092822,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3591,0.0,10.0,1732343400000.0,,0
2092823,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3593,1.0,10.0,1729971000000.0,,10
2092824,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3594,0.0,10.0,1732991400000.0,,0
2092825,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3600,1.0,10.0,1727551800000.0,,10
2092826,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3603,0.0,10.0,1729366200000.0,,0
2092827,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3604,0.0,10.0,1728718200000.0,,0
2092828,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3605,1.0,10.0,1728718200000.0,,10
2092829,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3606,1.0,10.0,1727508600000.0,,10
2092830,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3607,0.0,10.0,1729366200000.0,,0
2092831,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3608,0.0,10.0,1729971000000.0,,0
2092832,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3610,0.0,10.0,1728761400000.0,,0
2092833,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3612,1.0,10.0,1731177000000.0,,10
2092834,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3613,0.0,10.0,1734201000000.0,,0
2092835,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3616,0.0,10.0,1731781800000.0,,0
2092836,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3617,0.0,10.0,1729927800000.0,,0
2092837,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3620,0.0,10.0,1734805800000.0,,0
2092838,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3621,0.0,10.0,1733553000000.0,,0
2092839,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3622,0.0,10.0,1731133800000.0,,0
2092840,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3625,0.0,10.0,1732343400000.0,,0
2092841,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3626,1.0,10.0,1731133800000.0,,10
2092842,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3627,0.0,10.0,1730575800000.0,,0
2092843,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3629,0.0,10.0,1729971000000.0,,0
2092844,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3631,0.0,10.0,1731177000000.0,,0
2092845,lcb_codegen_v6_080124,Claude-3-Haiku,leetcode.3632,0.0,10.0,1734201000000.0,,0
