,benchmark_id,model,example_id,pass1,count,date,hyperparams
2051667,lcb_codegen_v6,Claude-3-Haiku,codeforces.1873_A,0.2,10.0,1692576000000.0,
2051668,lcb_codegen_v6,Claude-3-Haiku,codeforces.1873_B,0.0,10.0,1692576000000.0,
2051669,lcb_codegen_v6,Claude-3-Haiku,codeforces.1873_D,0.3,10.0,1692576000000.0,
2051670,lcb_codegen_v6,Claude-3-Haiku,codeforces.1883_B,0.1,10.0,1695340800000.0,
2051671,lcb_codegen_v6,Claude-3-Haiku,codeforces.1883_C,0.0,10.0,1695340800000.0,
2051672,lcb_codegen_v6,Claude-3-Haiku,codeforces.1899_A,0.0,10.0,1697500800000.0,
2051673,lcb_codegen_v6,Claude-3-Haiku,codeforces.1899_B,1.0,10.0,1697500800000.0,
2051674,lcb_codegen_v6,Claude-3-Haiku,codeforces.1899_C,0.0,10.0,1697500800000.0,
2051675,lcb_codegen_v6,Claude-3-Haiku,codeforces.1899_D,0.0,10.0,1697500800000.0,
2051676,lcb_codegen_v6,Claude-3-Haiku,leetcode.2727,1.0,10.0,1683936000000.0,
2051677,lcb_codegen_v6,Claude-3-Haiku,leetcode.2728,1.0,10.0,1683936000000.0,
2051678,lcb_codegen_v6,Claude-3-Haiku,leetcode.2730,0.0,10.0,1683936000000.0,
2051679,lcb_codegen_v6,Claude-3-Haiku,leetcode.2754,0.0,10.0,1685145600000.0,
2051680,lcb_codegen_v6,Claude-3-Haiku,leetcode.2755,1.0,10.0,1685145600000.0,
2051681,lcb_codegen_v6,Claude-3-Haiku,leetcode.2756,0.1,10.0,1685145600000.0,
2051682,lcb_codegen_v6,Claude-3-Haiku,leetcode.2757,0.0,10.0,1685836800000.0,
2051683,lcb_codegen_v6,Claude-3-Haiku,leetcode.2777,0.8,10.0,1683417600000.0,
2051684,lcb_codegen_v6,Claude-3-Haiku,leetcode.2779,0.0,10.0,1683417600000.0,
2051685,lcb_codegen_v6,Claude-3-Haiku,leetcode.2784,0.0,10.0,1683936000000.0,
2051686,lcb_codegen_v6,Claude-3-Haiku,leetcode.2785,0.0,10.0,1685836800000.0,
2051687,lcb_codegen_v6,Claude-3-Haiku,leetcode.2786,0.0,10.0,1686355200000.0,
2051688,lcb_codegen_v6,Claude-3-Haiku,leetcode.2791,0.0,10.0,1684022400000.0,
2051689,lcb_codegen_v6,Claude-3-Haiku,leetcode.2792,0.4,10.0,1684022400000.0,
